,dem_to_rep_ratio,stay.at.home,X.50.gatherings,X.500.gatherings,public.schools,restaurant.dine.in,entertainment.gym,Total!!Male,Total!!Female,Total,Total!!Population of one race,Total!!Population of one race!!White,Total!!Population of one race!!Black or African American,Total!!Population of one race!!American Indian and Alaska Native,mob_retail,mob_grocery,mob_parks,mob_transit,mob_workplace,mob_residential,0-17,18-44,45-64,65-74,75+,All Asian,Pac Island,Other Race,num_hospitals_pt,num_licensed_beds_pt,num_staffed_beds_pt,num_icu_beds_pt,adult_icu_beds_pt,pedi_icu_beds_pt,potential_increase_in_bed_capac_pt,bed_utilization_pt,avg_ventilator_usage_pt,label_2,label,cases_total,deaths_total,cases_per_capita,deaths_per_capita,case_fatality_rate,num_hospitals_pt,num_licensed_beds_pt,num_staffed_beds_pt,num_icu_beds_pt,adult_icu_beds_pt,pedi_icu_beds_pt,potential_increase_in_bed_capac_pt,bed_utilization_pt,avg_ventilator_usage_pt
142,0.3133033914471596,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,1.9719317370007865,1.8754619852682997,1.9229675220591298,1.8870000184891158,1.5030206122834107,0.3067428371487694,3.01765460711677,0.045062046338593655,0.38972040669259084,-0.8888721780899388,-0.279378069219367,0.2996207854108799,-0.6182142675946118,2.4131766981659615,1.9219393155154447,1.5800195910514527,1.4887187582923,1.502791598836913,2.5288704966122917,1.090251239267095,4.2060262617898925,-0.5716317790007275,-0.512211830076416,-0.37546948684225157,-0.3654028499685456,-0.3654028499685456,0.614634407199876,-0.49097878609471635,-0.47485905002343276,-0.8310174989550253,0,1,672,9,0.000672605,9.01e-06,0.013392857,-0.5716317790007275,-0.512211830076416,-0.37546948684225157,-0.3654028499685456,-0.3654028499685456,0.614634407199876,-0.49097878609471635,-0.47485905002343276,-0.8310174989550253
143,-0.2908733864594078,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.45000619875506515,-0.4526913652925122,-0.451442907884457,-0.4541711552079072,-0.5147367543944011,-0.3352754624777313,-0.1827082175304174,0.46108971310137403,2.488363703918673,-1.3236390395036903,1.3700466404718,1.2735779767524702,-4.344711388501135,-0.4231471260039982,-0.43362236527997067,-0.4769349590685104,-0.491461520766816,-0.4779940064897727,-0.24378431426465746,-0.19723084625236462,-0.2190077343911068,-0.014151235047077526,-0.5837190171081589,-1.0982563446593685,-0.7949463095402938,-0.7949463095402938,-0.4662810237024524,0.7058191111753501,1.453244843214141,-0.22672372338009344,3,3,5,0,0.0001761,0.0,0,-0.014151235047077526,-0.5837190171081589,-1.0982563446593685,-0.7949463095402938,-0.7949463095402938,-0.4662810237024524,0.7058191111753501,1.453244843214141,-0.22672372338009344
144,0.9746929179714404,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.16297683139208638,-0.1790235124877635,-0.1711932811418291,-0.18134592907731095,-0.14827186969095354,-0.3186818709471754,1.3305970781959673,0.23688321243930488,1.4929764968098558,0.08943322646388878,-0.4933179630397512,0.9349702176134832,-0.44352725148901356,-0.22122727624481173,-0.14592542140157444,-0.152579500184641,-0.17327563941419843,-0.17954644884979967,-0.17427634348823076,0.10855780258933184,-0.05056215184271959,0.018547559048599862,-0.4009818416470626,-0.38165406001402347,-0.3721255344490212,-0.3721255344490212,-0.10710928445974686,-0.21878557847009608,-0.2843664404166724,-0.5948066042932223,0,3,54,0,0.00039835300000000005,0.0,0,0.018547559048599862,-0.4009818416470626,-0.38165406001402347,-0.3721255344490212,-0.3721255344490212,-0.10710928445974686,-0.21878557847009608,-0.2843664404166724,-0.5948066042932223
145,1.7319741641072,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.04445978061459694,-0.0870020076197675,-0.0661861792820854,-0.07433879747144556,-0.17829240572576172,-0.2630920368401012,0.3368450287862252,-1.0720734677383177,-2.138860928371663,-1.8849623767305572,-0.39316507429009284,0.35588344677365963,0.09691070422952161,0.03161432766545939,-0.04751334743659622,-0.14235847818475622,-0.16826812390438675,-0.16514704602165703,-0.17743579670534104,-0.06577901854907436,0.7044459122006973,-0.5124647126085558,-0.6491775069934644,-0.49847092136680216,-0.5528489972583936,-0.5528489972583936,-0.4662810237024524,-0.5796072555449235,-0.3777215981816211,-0.4296475403377357,0,3,379,8,0.0020914379999999997,4.41e-05,0.021108179,-0.5124647126085558,-0.6491775069934644,-0.49847092136680216,-0.5528489972583936,-0.5528489972583936,-0.4662810237024524,-0.5796072555449235,-0.3777215981816211,-0.4296475403377357
147,-0.06099362858435691,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,1.801538282699451,1.5707715359697418,1.6839839364483025,1.6521123497143648,1.440351164247668,0.2989019092826825,2.384608786912107,0.2001199782711704,0.24846133803235737,-0.15165246651505923,0.310144336277475,0.6061801676597826,-0.7311466937381375,2.166762111769905,1.709186061234661,1.390418587859316,1.238468170689461,0.9405582382475123,0.8236729291083331,0.9476120219720353,3.9145839466160495,-0.45389677918062193,-0.5028775412034122,-0.3618378542552256,-0.41716380579897505,-0.41716380579897505,0.4205761392678162,-0.494846364378552,-0.47745564690680425,-0.8968888642390083,0,1,1025,8,0.001138633,8.89e-06,0.007804878,-0.45389677918062193,-0.5028775412034122,-0.3618378542552256,-0.41716380579897505,-0.41716380579897505,0.4205761392678162,-0.494846364378552,-0.47745564690680425,-0.8968888642390083
148,-0.06988184231448258,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.062206971293807416,-0.18103361593228676,-0.12288290943294464,-0.13229600900998167,-0.257860884973171,-0.19482907513551442,0.23101799459795824,-1.0068216793989846,-0.5291605906482095,-0.47344702381498815,-1.0991438681679593,-0.9544538746215993,0.8015342287920452,-0.05832184213246956,-0.054181661927758404,-0.20395633469530933,-0.29124435896617873,-0.314065951491862,-0.09056647409231812,0.03304292284488851,0.5459853042565906,-0.6142527718943016,-0.8443765074128068,-0.8619620559624511,-0.6277234989822587,-0.6277234989822587,-0.4662810237024524,-0.35069724308591416,-0.32424473829104855,-0.28641990041834187,0,3,172,1,0.0011246239999999998,6.54e-06,0.005813953,-0.6142527718943016,-0.8443765074128068,-0.8619620559624511,-0.6277234989822587,-0.6277234989822587,-0.4662810237024524,-0.35069724308591416,-0.32424473829104855,-0.28641990041834187
149,0.25904719187999425,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.3517678125543962,-0.35855152064067247,-0.35528266422424865,-0.3603862941833845,-0.3841614813981533,-0.322237640560866,0.12178405387646739,-0.10446824651369209,0.3400391821661996,0.21129737214050284,-0.3054832382272492,-0.03612072307886972,-0.11536738077493393,-0.3620641624932878,-0.37075649019441204,-0.3327746549106262,-0.30338758407747207,-0.32809012558181205,-0.24372175083461567,-0.11891911910997892,-0.1644190331062629,-0.10990064981302616,-0.927364611677145,-0.9547253567908867,-0.7182183303688975,-0.7182183303688975,-0.4662810237024524,-0.3699763097962137,0.050972584807693115,-0.16234286470612783,3,3,7,0,0.000108719,0.0,0,-0.10990064981302616,-0.927364611677145,-0.9547253567908867,-0.7182183303688975,-0.7182183303688975,-0.4662810237024524,-0.3699763097962137,0.050972584807693115,-0.16234286470612783
151,-0.0931994983599001,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.13563583836206103,-0.12152939986300179,-0.12845364078583468,-0.13481104094248053,-0.21128769285401497,-0.26496760762534455,0.566172424803858,0.3719409276979898,-1.0216967884432333,-0.22515735874323314,2.7664413229724993,0.7673943363401602,-0.7714065922395129,-0.05515566820157171,-0.11928618544963572,-0.18391142651966616,-0.16505496811892426,-0.21050281975069268,-0.1787183470211977,-0.06857586594701671,0.4276680503249908,-0.475299712620091,0.0935905285176894,0.4232056727639083,0.2769494304038349,0.2769494304038349,6.96940271744388,-0.5796072555449235,-0.34051569616455457,0.27348302987965045,1,3,54,2,0.00034323400000000004,1.27e-05,0.037037037,-0.475299712620091,0.0935905285176894,0.4232056727639083,0.2769494304038349,0.2769494304038349,6.96940271744388,-0.5796072555449235,-0.34051569616455457,0.27348302987965045
152,4.131241660134131,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,0.14056892511602076,0.13696990310269055,0.13875200139549135,0.12933800475935475,0.22680349317749332,-0.24727993313673,0.009782001596732143,-2.1892089833622164,-2.0592101758223955,-0.8526507160900662,-1.5142731026540557,-2.3972001408329198,1.9928789602146946,0.04335336456539959,0.01836687797506935,0.3074814501803163,0.3917390272762201,0.3329691039290759,0.1640979678927808,0.2549261497483145,0.23430698255714513,-0.4217377499530571,-0.5471238950585683,-0.37183592770803175,-0.4367739188910681,-0.4367739188910681,-0.15977672598203352,-0.5796072555449235,-0.40264817198931024,-0.6564739653782518,0,1,243,13,0.000938855,5.02e-05,0.053497942,-0.4217377499530571,-0.5471238950585683,-0.37183592770803175,-0.4367739188910681,-0.4367739188910681,-0.15977672598203352,-0.5796072555449235,-0.40264817198931024,-0.6564739653782518
154,1.1934670711330082,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.28988375638224917,-0.2984442735380305,-0.2942967077601108,-0.2998352010625739,-0.3222825836529976,-0.3301827668039108,0.5961957886278935,0.11343121969657828,-0.7148286972702051,-0.5720254876351385,-1.5303091764577557,0.8263619364369142,-0.7732100016671708,-0.30117053828741525,-0.3073326541004093,-0.269933136213993,-0.2615331002746294,-0.2788413536940277,-0.22101122572944654,-0.10866401198419033,-0.062409527666293776,-0.043238258455587875,-0.6101168136658703,-0.7361573480028608,-0.5575951889583151,-0.5575951889583151,-0.24609784249062305,-0.03948080122471844,-0.12328846890265398,-0.49224267316073844,0,3,12,0,0.00013833,0.0,0,-0.043238258455587875,-0.6101168136658703,-0.7361573480028608,-0.5575951889583151,-0.5575951889583151,-0.24609784249062305,-0.03948080122471844,-0.12328846890265398,-0.49224267316073844
155,0.47153266826974904,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,0.16564180352865457,0.13036748640414106,0.14765675099312003,0.13517831674963318,0.00845676291862388,-0.20900005440179764,0.4249987353333932,0.47467429063194105,-0.06486095762787104,0.7415673233717767,0.2673003290981314,0.9049854016793532,-0.8236079854090823,0.3429722956208625,0.16549847414078353,0.009723640570175716,-0.025804307650244288,-0.05285984611750875,0.3228526716238184,0.3239150522308924,0.9731794528434878,-0.5877426506346831,-0.963663471301518,-0.8887062823781152,-0.8528292476906518,-0.8528292476906518,-0.4662810237024524,-0.5796072555449235,-0.41173987913205606,-0.47795976283624003,0,3,146,3,0.000525785,1.0800000000000002e-05,0.020547945,-0.5877426506346831,-0.963663471301518,-0.8887062823781152,-0.8528292476906518,-0.8528292476906518,-0.4662810237024524,-0.5796072555449235,-0.41173987913205606,-0.47795976283624003
157,1.713780763848457,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,0.6208448826882704,0.5147095732197824,0.5667483703538574,0.5425754244662825,0.34397608624724685,-0.17176215943644493,0.8489456670614405,-0.6051036383298855,-0.08261002029932975,-0.8266689233291891,0.09947145171310419,-0.10972615689620327,-0.19275585155502295,0.6618512415184317,0.6123231758664438,0.45723300870419065,0.3796375314608419,0.4511661564597583,0.5237438454880005,1.7111513616102956,2.0763939431731693,-0.5501433859863237,-0.5217600292626065,-0.39515585519586455,-0.765404383277329,-0.765404383277329,0.32589663853208667,-0.4761837430193483,-0.4379616096735126,-0.7898311574861296,0,1,235,6,0.000541399,1.3800000000000002e-05,0.025531915,-0.5501433859863237,-0.5217600292626065,-0.39515585519586455,-0.765404383277329,-0.765404383277329,0.32589663853208667,-0.4761837430193483,-0.4379616096735126,-0.7898311574861296
158,1.4149503685600395,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.15994551232998017,-0.17233863000687458,-0.16629619514857055,-0.17195466389368816,-0.198781513257052,-0.3035340318969113,-0.08923121952508704,-0.8452937611146897,-1.14491342161276,0.2447385502574487,-0.3402108209001727,-0.8469113093722872,0.4117610191936049,-0.17468136380553273,-0.18053261273019777,-0.15620597731547947,-0.13776400859045057,-0.0848949996407056,0.022141545127963357,0.12720345190894747,0.13469199297055356,-0.29491932155458,0.41244670860929517,-0.02305385463036642,0.3085231959972723,0.3085231959972723,-0.04115183300988109,1.009535513640074,-0.30642459883585393,-0.5085963757568112,0,3,75,2,0.000544488,1.4499999999999998e-05,0.026666667,-0.29491932155458,0.41244670860929517,-0.02305385463036642,0.3085231959972723,0.3085231959972723,-0.04115183300988109,1.009535513640074,-0.30642459883585393,-0.5085963757568112
159,0.2891773803969751,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.2638058129614348,-0.26715366325161827,-0.2655536286067721,-0.26783311906742613,-0.22849642417951993,-0.33321754453281155,-0.09221226274165793,-1.770503229544614,-1.7490253419481343,-0.45591719916252704,-1.4489608948983648,0.5777946012734183,-0.3909689255379904,-0.3049047301328263,-0.31630085665076824,-0.1976648671657279,-0.13459258210090316,-0.15506277368272975,-0.2292383167799417,-0.11705455417801737,-0.2027625876211332,-0.33069686901562023,-0.7207641841410903,-0.6357781335006384,-0.819386232068583,-0.819386232068583,-0.4662810237024524,-0.48810437928204553,-0.21026145035717872,-0.22924243341666542,3,3,41,1,0.00041100699999999996,1e-05,0.024390244,-0.33069686901562023,-0.7207641841410903,-0.6357781335006384,-0.819386232068583,-0.819386232068583,-0.4662810237024524,-0.48810437928204553,-0.21026145035717872,-0.22924243341666542
160,0.37604524454847366,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,7.47543661059269,7.317239800838674,7.395762417938381,7.309324577400021,6.864145557900633,0.32264611443197877,3.546363914741452,-1.2557361403180367,-0.9965173716965686,-0.3842797258992674,-1.2056544445264497,-1.040385489316491,1.3592773251190928,7.242927836769316,7.380710015213855,7.454839386410589,7.245483776259559,7.051533468452889,16.55706175258719,8.50096456134833,10.052526250773996,-0.5502141343427066,-0.4563367306136219,-0.2874128997533039,-0.2550257807172364,-0.2550257807172364,0.5488884083183591,-0.5263189628936339,-0.5005906911217914,-0.9323003146457224,2,2,2859,57,0.0009002760000000001,1.7899999999999998e-05,0.019937041,-0.5502141343427066,-0.4563367306136219,-0.2874128997533039,-0.2550257807172364,-0.2550257807172364,0.5488884083183591,-0.5263189628936339,-0.5005906911217914,-0.9323003146457224
161,-0.05002334560687231,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,0.38822876742593576,0.39438684267517804,0.39142953408257747,0.3784240484006022,0.589535676508892,-0.2764033794964812,0.32662430918655355,-1.2618547965877966,0.3548090273672071,0.12627619440059643,-0.41257007065585666,-1.0811587423251896,0.4002246843182221,0.3891184917499285,0.2665098298768066,0.4675271873032566,0.6328926283695678,0.5952070883334589,0.3728721339422281,0.5057101330971449,0.3004300510572785,-0.5713834240510611,-0.3765429843194446,-0.2546378468942398,-0.3705944883199798,-0.3705944883199798,1.310006878288483,-0.40129217042161447,-0.41308129761615664,-0.5677008812584265,0,1,162,8,0.000406699,2.01e-05,0.049382716,-0.5713834240510611,-0.3765429843194446,-0.2546378468942398,-0.3705944883199798,-0.3705944883199798,1.310006878288483,-0.40129217042161447,-0.41308129761615664,-0.5677008812584265
163,0.2954633545581435,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,5.329843179973812,5.1453642619224516,5.23643695190182,5.141078842521298,4.844529990539793,1.492259870988015,4.734096704886629,-0.6606610749439153,-0.46780868529265573,-1.6076531975208115,-0.3803675138791094,-0.24803853721191846,0.295480710553131,6.016945319094647,4.976122614103312,4.742171786886974,5.290215886861756,4.976753064208946,3.8148930828362695,6.18890404571599,9.535436029887745,-0.5699935118853066,-0.6142314023711702,-0.4879062833021883,-0.48351293997153677,-0.48351293997153677,0.006284766266914311,-0.5176985449076988,-0.4965284616278008,-0.9204701323527537,2,2,4354,181,0.0017623629999999999,7.329999999999999e-05,0.041570969,-0.5699935118853066,-0.6142314023711702,-0.4879062833021883,-0.48351293997153677,-0.48351293997153677,0.006284766266914311,-0.5176985449076988,-0.4965284616278008,-0.9204701323527537
164,0.8863417307228767,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,3.2080112060456636,3.2070575891484374,3.207993411245536,3.0754899137435787,2.725545511653393,1.5771164242231577,2.7321132533009433,-0.7648312672416075,-0.12514909595746207,-0.08493063902041162,-1.3274565404018412,-0.6939922757360966,0.21461972876929947,3.313022263257614,3.1834415247899477,3.171353289268689,2.899002043038931,2.9724687591529455,6.090418878601169,12.69996478812577,4.149794265311554,-0.5599542260748192,-0.3148931489468006,-0.1410366272066294,-0.1802425209096827,-0.1802425209096827,0.8424040221250545,-0.47132312062775694,-0.4827128302597404,-0.8523310880166092,2,2,1126,47,0.000725488,3.0299999999999998e-05,0.041740675,-0.5599542260748192,-0.3148931489468006,-0.1410366272066294,-0.1802425209096827,-0.1802425209096827,0.8424040221250545,-0.47132312062775694,-0.4827128302597404,-0.8523310880166092
175,-0.38879321424910995,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.057982473451935995,-0.060143933134098895,-0.059094483015652385,-0.06732117864141358,0.030237645924738942,-0.31812180467102635,0.7394987946816232,0.2904008118021021,0.7639175866999439,1.160664940639047,0.41968867115109626,1.00290407574414,-1.5087086264089427,-0.088784432510809,-0.12008230054704998,-0.006590281047227304,0.11382191648167156,0.07195061292381896,-0.12901170185299699,0.03304292284488851,-0.037384489433935596,-0.16605095542458453,0.17233213522312127,0.4736356658760573,1.164238558755614,1.164238558755614,0.40679350142479637,-0.4903689364517639,-0.37734148562066555,-0.14495837682809967,0,3,31,4,0.00017214599999999997,2.22e-05,0.129032258,-0.16605095542458453,0.17233213522312127,0.4736356658760573,1.164238558755614,1.164238558755614,0.40679350142479637,-0.4903689364517639,-0.37734148562066555,-0.14495837682809967
176,-0.1835627653638058,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.4059123306956337,-0.40850001418137755,-0.40729282255673416,-0.412250331061672,-0.44122372737282667,-0.3308470314570178,0.07174511416974157,1.165550166389533,0.884195758631567,0.7044348590570745,1.977930762958936,1.1781839109301384,-2.1008099521928236,-0.4077896046116033,-0.41594452747584887,-0.3967239735377172,-0.3706552090926091,-0.37715128310050006,-0.24947758639846018,-0.1450230281574408,-0.24282768948156905,0.17161279298827914,-0.734543977861624,-0.751020502953335,-0.47294801080713705,-0.47294801080713705,-0.4662810237024524,-0.30285588922116047,0.002697731700476289,-0.04022888363587,3,3,5,0,0.00011484,0.0,0,0.17161279298827914,-0.734543977861624,-0.751020502953335,-0.47294801080713705,-0.47294801080713705,-0.4662810237024524,-0.30285588922116047,0.002697731700476289,-0.04022888363587
177,1.1376571755785498,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,0.5819537040829503,0.5431757304610697,0.5622407355841358,0.5107256038638048,0.26261460634077477,0.45297223441215334,0.3694235725101786,-0.49506638867161823,-0.1927715578005539,-0.3667219508055494,-0.17873638444130927,0.0482420908950474,0.2504442145371282,0.5621535786710901,0.5213823358925841,0.6527178926590423,0.5079968456956814,0.420631917889332,1.6253294399487865,3.1030490833196027,1.141218124201105,-0.4992938076756846,-0.5881733760807565,-0.4922720833093921,-0.27297640000448087,-0.27297640000448087,-0.0919466035424249,-0.448425623714387,-0.43420903844865555,-0.8041718878972017,0,1,325,6,0.000726025,1.34e-05,0.018461538,-0.4992938076756846,-0.5881733760807565,-0.4922720833093921,-0.27297640000448087,-0.27297640000448087,-0.0919466035424249,-0.448425623714387,-0.43420903844865555,-0.8041718878972017
178,2.2762836491967433,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,0.7523686571010383,0.7432944136418516,0.7478458207257261,0.7293022709487607,0.9173084219900641,-0.23916548453112849,1.0672006168460957,-1.3085517803021331,-0.6705293839385097,-0.7461727369642953,-0.9488156752186584,-0.3351374679900633,0.46743824312033394,0.6140746235977073,0.6451952445468566,0.9336914882284723,0.906386433797116,0.935164325135993,0.30736822268847586,1.2328904565621548,1.1552565602826719,-0.40755749947760933,-0.5754461036563828,-0.39832213574931036,-0.51217345000866,-0.51217345000866,-0.22645473499957727,-0.5959492700864476,-0.4570838485534621,-0.8040026725308909,0,1,261,4,0.000527981,8.09e-06,0.01532567,-0.40755749947760933,-0.5754461036563828,-0.39832213574931036,-0.51217345000866,-0.51217345000866,-0.22645473499957727,-0.5959492700864476,-0.4570838485534621,-0.8040026725308909
179,0.21499904596333655,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,0.8415184607945768,0.8153901238520862,0.8283017069395255,0.7953456500194607,0.7784731209576339,-0.14654615221261744,0.9422097334084444,-0.1772874338351883,-0.03185650229091509,-0.09101613612187702,0.42859132214527085,0.7251973391531495,-0.6629095783887214,1.0420550844828926,0.8001655124409573,0.7209729996950828,0.6598914828266359,0.6243811227279369,0.5497702323853844,2.9510870413647354,1.972209027905622,-0.4680668938559421,-0.2404001630308192,-0.007519145146655799,-0.43497131186366156,-0.43497131186366156,0.7179768013196418,-0.5488657055400699,-0.45670133413587405,-0.6708964504837126,0,1,428,15,0.0007772489999999999,2.72e-05,0.035046729,-0.4680668938559421,-0.2404001630308192,-0.007519145146655799,-0.43497131186366156,-0.43497131186366156,0.7179768013196418,-0.5488657055400699,-0.45670133413587405,-0.6708964504837126
180,-0.10277413556607988,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.2736629745924681,-0.2784566295435145,-0.2761503858850377,-0.28469334935221047,-0.36086877283632846,-0.31328960493960073,-0.02386120041885373,0.40474855109857893,0.435926644202233,-1.559042100931939,-0.35415801699658306,0.13642299530290086,-0.9139155430801121,-0.2312096651498684,-0.2679079457720484,-0.31221765054071476,-0.3060165297201232,-0.2993382235178008,0.1610323598207332,0.04236574750469633,0.03529610940976134,-0.5311555252741419,-1.3185215778723607,-1.3290381160424565,-1.180318140430765,-1.180318140430765,-0.4662810237024524,-0.5796072555449235,-0.3782725139797431,-0.9648776641871839,0,3,31,2,0.00031968299999999997,2.0600000000000003e-05,0.064516129,-0.5311555252741419,-1.3185215778723607,-1.3290381160424565,-1.180318140430765,-1.180318140430765,-0.4662810237024524,-0.5796072555449235,-0.3782725139797431,-0.9648776641871839
181,-0.38011843245794363,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,-0.3563846619770012,-0.36031938084957366,-0.35844563970189336,-0.36267021507343755,-0.38543288186548874,-0.3329961229817759,0.03554673225423778,0.7676679250209557,1.4867885010165405,-0.618122217147705,0.9196977053879459,0.8391652988213072,-1.2301482494757279,-0.3358932630246039,-0.36363228073293574,-0.36797343005951366,-0.3381480875747482,-0.3532304510407191,-0.24584890745603646,-0.14875215802136393,-0.1583310156751264,-0.4236003896026134,-0.8122083786748718,-0.9553910913145809,-0.7076652708184722,-0.7076652708184722,-0.4662810237024524,-0.09900412473814274,-0.028348779098529796,0.34349824765921455,3,3,1,1,1.5399999999999998e-05,1.5399999999999998e-05,1,-0.4236003896026134,-0.8122083786748718,-0.9553910913145809,-0.7076652708184722,-0.7076652708184722,-0.4662810237024524,-0.09900412473814274,-0.028348779098529796,0.34349824765921455
182,-0.006862117644667154,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,0.6639014376643926,0.6132097961128188,0.6381179384941899,0.6242935701216916,0.4861977135244071,-0.24455775053870316,1.1745181726426481,0.12600348436424727,0.5468216140358553,-0.30021876393237373,0.8576573578617103,0.8719851850045707,-1.0109188679490966,1.0101408927674638,0.6172223456966854,0.41473947552266555,0.3806807638587193,0.32602737227251205,0.208361594647346,0.2549261497483145,2.1870737870626233,-0.5623659914617137,-0.5531878029097402,-0.49305281085701275,-0.5318669365289191,-0.5318669365289191,-0.13822760832946487,-0.3650097831460031,-0.46603887134856353,-0.7653588001652556,0,3,757,40,0.0016237839999999999,8.58e-05,0.052840159,-0.5623659914617137,-0.5531878029097402,-0.49305281085701275,-0.5318669365289191,-0.5318669365289191,-0.13822760832946487,-0.3650097831460031,-0.46603887134856353,-0.7653588001652556
184,0.6399853525037598,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,1.671798901777143,1.6111076117565089,1.6410574647620977,1.6102459046369404,1.709456113164006,-0.14078919188568986,1.403419705343628,-1.1423584146126153,-1.40205479992902,-1.0726396142459727,-0.5196800881549102,-0.3699409732710766,0.7202567557081212,1.7232242713372183,1.529311680036832,1.7187454049844495,1.5678792326432398,1.5492730587805266,1.4680762585387517,1.3121344661705212,2.8920317746413233,-0.5484985372895217,-0.6106678454770691,-0.4441433212621657,-0.438450669030576,-0.438450669030576,0.426402254437313,-0.5919558727622445,-0.4793106633882091,-0.8545705320526086,0,1,583,19,0.00068912,2.25e-05,0.032590051,-0.5484985372895217,-0.6106678454770691,-0.4441433212621657,-0.438450669030576,-0.438450669030576,0.426402254437313,-0.5919558727622445,-0.4793106633882091,-0.8545705320526086
185,1.7999905036709205,-1.7100989144347885,-0.4454862587932316,0.15208307532298593,0.5472046926529747,-1.3186070919123176,-1.124918662091801,9.093517582570803e-05,0.005936929076754506,0.0030756156822126673,-0.013589220749475587,-0.07914761928258503,-0.2704510472127574,0.15691777750033872,-0.6427006970682433,-1.0031816963752294,0.25924612784719997,-0.03671128362753741,-0.8205832672971283,0.6414428870188981,-0.025892226753871324,0.11769754628321788,-0.08081287638790395,-0.1357610023865259,-0.12574802851142955,0.5485815272145904,0.6287714186066081,0.4237241418606041,-0.5435164240567593,-1.096831433569044,-1.0450107931769856,-0.9614675132130825,-0.9614675132130825,-0.4662810237024524,-0.5964803605975256,-0.3791502574757136,-0.6031418430886497,0,1,171,19,0.00077551,8.62e-05,0.111111111,-0.5435164240567593,-1.096831433569044,-1.0450107931769856,-0.9614675132130825,-0.9614675132130825,-0.4662810237024524,-0.5964803605975256,-0.3791502574757136,-0.6031418430886497
